tokenID,name,description,file_name,attributes[Species],attributes[Body],attributes[Beak],attributes[Beak Style],attributes[Eyes],attributes[Eye Style],attributes[Cheeks],attributes[Crest],attributes[Crest Color],attributes[Crown],attributes[Crown Color],attributes[Accessory]
1784,Robingoose #1784,Honk honk,goose_1784.png,Goose,Coral,Orange,Closed,Sky Blue,Two Tone,No,Yes,Coral,No,None,No
1785,Robingoose #1785,Honk honk,goose_1785.png,Goose,Salmon,Orange,Open,Black,Solid,No,Yes,Salmon,No,None,No
1786,Robingoose #1786,Honk honk,goose_1786.png,Goose,Sky Blue,Yellow,Open,Blue,Two Tone,Yes,No,None,Yes,Yellow,No
1787,Robingoose #1787,Honk honk,goose_1787.png,Goose,Orange,Blue,Open,Black,Solid,No,No,None,No,None,No
1788,Robingoose #1788,Honk honk,goose_1788.png,Goose,Black,Yellow,Open,Red,Solid,Yes,No,None,No,None,No
1789,Robingoose #1789,Honk honk,goose_1789.png,Goose,Blue,Pink,Open,Sky Blue,Two Tone,Yes,Yes,Blue,No,None,No
1790,Robingoose #1790,Honk honk,goose_1790.png,Goose,White,Lime,Open,Black,Solid,Yes,No,None,No,None,No
1791,Robingoose #1791,Honk honk,goose_1791.png,Goose,Lime,Orange,Open,Pink,Two Tone,No,Yes,Lime,No,None,No
1792,Robingoose #1792,Honk honk,goose_1792.png,Goose,Turquoise,Yellow,Open,Green,Two Tone,Yes,No,None,Yes,Yellow,No
1793,Robingoose #1793,Honk honk,goose_1793.png,Goose,Coral,Salmon,Closed,Black,Solid,No,No,None,No,None,No
1794,Robingoose #1794,Honk honk,goose_1794.png,Goose,Orange,Black,Open,Yellow,Two Tone,Yes,No,None,No,None,Yes
1795,Robingoose #1795,Honk honk,goose_1795.png,Goose,Red,Sky Blue,Closed,Black,Solid,No,Yes,Coral,No,None,No
1796,Robingoose #1796,Honk honk,goose_1796.png,Goose,Sky Blue,Yellow,Open,Green,Two Tone,No,No,None,Yes,Yellow,No
1797,Robingoose #1797,Honk honk,goose_1797.png,Goose,Black,Orange,Open,White,Solid,No,No,None,No,None,No
1798,Robingoose #1798,Honk honk,goose_1798.png,Goose,Turquoise,White,Open,Black,Solid,Yes,Yes,Turquoise,No,None,No
1799,Robingoose #1799,Honk honk,goose_1799.png,Goose,Blue,Green,Closed,Black,Solid,No,Yes,Blue,No,None,No
1800,Robingoose #1800,Honk honk,goose_1800.png,Goose,Black,Yellow,Closed,Blue,Two Tone,No,No,None,Yes,Yellow,No
1801,Robingoose #1801,Honk honk,goose_1801.png,Goose,White,Orange,Open,Black,Solid,No,Yes,Pink,No,None,No
1802,Robingoose #1802,Honk honk,goose_1802.png,Goose,Red,Coral,Open,Black,Solid,No,No,None,No,None,No
1803,Robingoose #1803,Honk honk,goose_1803.png,Goose,Blue,Red,Open,Black,Solid,No,Yes,Blue,No,None,No
1804,Robingoose #1804,Honk honk,goose_1804.png,Goose,Lime,Coral,Open,Black,Solid,Yes,No,None,No,None,No
1805,Robingoose #1805,Honk honk,goose_1805.png,Goose,Yellow,Orange,Closed,Green,Two Tone,No,Yes,Lime,No,None,No
1806,Robingoose #1806,Honk honk,goose_1806.png,Goose,Coral,Yellow,Open,Salmon,Two Tone,No,Yes,Coral,No,None,Yes
1807,Robingoose #1807,Honk honk,goose_1807.png,Goose,Salmon,Orange,Open,Blue,Two Tone,No,Yes,Salmon,No,None,Yes
1808,Robingoose #1808,Honk honk,goose_1808.png,Goose,Purple,Salmon,Open,Black,Solid,No,Yes,Purple,No,None,No
1809,Robingoose #1809,Honk honk,goose_1809.png,Goose,Coral,Orange,Open,Black,Solid,Yes,Yes,Coral,No,None,No
1810,Robingoose #1810,Honk honk,goose_1810.png,Goose,Salmon,White,Closed,Black,Solid,No,Yes,Salmon,No,None,No
1811,Robingoose #1811,Honk honk,goose_1811.png,Goose,Yellow,Orange,Open,Black,Solid,No,Yes,Yellow,No,None,No
1812,Robingoose #1812,Honk honk,goose_1812.png,Goose,Blue,Red,Open,Black,Solid,Yes,Yes,Blue,No,None,No
1813,Robingoose #1813,Honk honk,goose_1813.png,Goose,Purple,Coral,Closed,Salmon,Two Tone,No,Yes,Purple,No,None,Yes
1814,Robingoose #1814,Honk honk,goose_1814.png,Goose,Red,Yellow,Open,Purple,Two Tone,No,Yes,Red,No,None,No
1815,Robingoose #1815,Honk honk,goose_1815.png,Goose,Black,Lime,Closed,Purple,Two Tone,No,Yes,Black,No,None,Yes
1816,Robingoose #1816,Honk honk,goose_1816.png,Goose,Yellow,White,Open,Pink,Two Tone,No,No,None,No,None,No
1817,Robingoose #1817,Honk honk,goose_1817.png,Goose,Pink,Orange,Closed,Coral,Two Tone,No,No,None,Yes,Black,No
1818,Robingoose #1818,Honk honk,goose_1818.png,Goose,Red,Yellow,Open,Black,Solid,Yes,Yes,Green,No,None,No
1819,Robingoose #1819,Honk honk,goose_1819.png,Goose,White,Red,Open,Black,Solid,No,No,None,No,None,No
1820,Robingoose #1820,Honk honk,goose_1820.png,Goose,Black,Purple,Open,Sky Blue,Two Tone,No,Yes,Salmon,No,None,No
1821,Robingoose #1821,Honk honk,goose_1821.png,Goose,Coral,Orange,Open,Green,Two Tone,No,No,None,No,None,No
1822,Robingoose #1822,Honk honk,goose_1822.png,Goose,Yellow,Sky Blue,Open,Coral,Two Tone,No,Yes,Yellow,No,None,No
1823,Robingoose #1823,Honk honk,goose_1823.png,Goose,Red,Orange,Closed,Blue,Two Tone,No,Yes,Yellow,No,None,No
1824,Robingoose #1824,Honk honk,goose_1824.png,Goose,White,Orange,Closed,Blue,Two Tone,No,No,None,Yes,Black,No
1825,Robingoose #1825,Honk honk,goose_1825.png,Goose,Purple,Sky Blue,Closed,Blue,Two Tone,No,Yes,Purple,No,None,No
1826,Robingoose #1826,Honk honk,goose_1826.png,Goose,White,Orange,Open,Black,Solid,Yes,Yes,Coral,No,None,No
1827,Robingoose #1827,Honk honk,goose_1827.png,Goose,Orange,Lime,Closed,Black,Solid,No,No,None,No,None,No
1828,Robingoose #1828,Honk honk,goose_1828.png,Goose,White,Salmon,Closed,Yellow,Two Tone,No,No,None,No,None,No
1829,Robingoose #1829,Honk honk,goose_1829.png,Goose,Green,Pink,Open,Turquoise,Two Tone,No,No,None,No,None,Yes
1830,Robingoose #1830,Honk honk,goose_1830.png,Goose,Salmon,Orange,Closed,Black,Solid,No,Yes,Red,No,None,No
1831,Robingoose #1831,Honk honk,goose_1831.png,Goose,Orange,Red,Open,Black,Solid,No,No,None,No,None,No
1832,Robingoose #1832,Honk honk,goose_1832.png,Goose,Yellow,Orange,Open,Black,Solid,No,Yes,Sky Blue,No,None,No
1833,Robingoose #1833,Honk honk,goose_1833.png,Goose,Blue,Yellow,Closed,Black,Solid,No,Yes,Yellow,No,None,No
1834,Robingoose #1834,Honk honk,goose_1834.png,Goose,Pink,Yellow,Closed,Coral,Two Tone,No,No,None,Yes,Black,No
1835,Robingoose #1835,Honk honk,goose_1835.png,Goose,Coral,Purple,Open,Lime,Two Tone,No,No,None,Yes,Yellow,No
1836,Robingoose #1836,Honk honk,goose_1836.png,Goose,Pink,Lime,Open,Sky Blue,Two Tone,Yes,No,None,No,None,Yes
1837,Robingoose #1837,Honk honk,goose_1837.png,Goose,White,Black,Open,Coral,Solid,Yes,Yes,White,No,None,No
1838,Robingoose #1838,Honk honk,goose_1838.png,Goose,White,Orange,Open,Lime,Two Tone,Yes,No,None,No,None,No
1839,Robingoose #1839,Honk honk,goose_1839.png,Goose,White,Yellow,Closed,Orange,Two Tone,No,No,None,No,None,No
1840,Robingoose #1840,Honk honk,goose_1840.png,Goose,Green,Coral,Open,Black,Solid,Yes,No,None,No,None,No
1841,Robingoose #1841,Honk honk,goose_1841.png,Goose,Pink,Salmon,Closed,Black,Solid,No,Yes,Pink,No,None,No
1842,Robingoose #1842,Honk honk,goose_1842.png,Goose,Sky Blue,Orange,Open,Purple,Two Tone,Yes,No,None,Yes,Yellow,No
1843,Robingoose #1843,Honk honk,goose_1843.png,Goose,Yellow,Red,Closed,Turquoise,Two Tone,No,Yes,Yellow,No,None,No
1844,Robingoose #1844,Honk honk,goose_1844.png,Goose,Lime,Purple,Open,Black,Solid,Yes,No,None,No,None,No
1845,Robingoose #1845,Honk honk,goose_1845.png,Goose,Yellow,Turquoise,Closed,Salmon,Two Tone,No,Yes,Sky Blue,No,None,Yes
1846,Robingoose #1846,Honk honk,goose_1846.png,Goose,White,Orange,Open,Yellow,Two Tone,Yes,No,None,No,None,No
1847,Robingoose #1847,Honk honk,goose_1847.png,Goose,Orange,Sky Blue,Open,Black,Solid,No,Yes,Orange,No,None,No
1848,Robingoose #1848,Honk honk,goose_1848.png,Goose,Turquoise,Red,Open,Black,Solid,Yes,Yes,Turquoise,No,None,No
1849,Robingoose #1849,Honk honk,goose_1849.png,Goose,Coral,Yellow,Open,Orange,Two Tone,Yes,No,None,No,None,No
1850,Robingoose #1850,Honk honk,goose_1850.png,Goose,Lime,Turquoise,Open,Black,Solid,Yes,Yes,Red,No,None,No
1851,Robingoose #1851,Honk honk,goose_1851.png,Goose,Salmon,Yellow,Open,Sky Blue,Two Tone,Yes,Yes,Salmon,No,None,No
1852,Robingoose #1852,Honk honk,goose_1852.png,Goose,White,Yellow,Open,Black,Solid,No,Yes,Lime,No,None,No
1853,Robingoose #1853,Honk honk,goose_1853.png,Goose,White,Yellow,Closed,Black,Solid,No,Yes,Lime,No,None,No
1854,Robingoose #1854,Honk honk,goose_1854.png,Goose,Orange,Blue,Closed,White,Two Tone,No,Yes,Orange,No,None,No
1855,Robingoose #1855,Honk honk,goose_1855.png,Goose,White,Turquoise,Closed,Coral,Two Tone,No,No,None,Yes,Black,No
1856,Robingoose #1856,Honk honk,goose_1856.png,Goose,Purple,Blue,Open,Black,Solid,No,No,None,No,None,No
1857,Robingoose #1857,Honk honk,goose_1857.png,Goose,Red,Blue,Open,Black,Solid,Yes,Yes,Turquoise,No,None,No
1858,Robingoose #1858,Honk honk,goose_1858.png,Goose,Sky Blue,Salmon,Open,Black,Solid,Yes,Yes,Purple,No,None,No
1859,Robingoose #1859,Honk honk,goose_1859.png,Goose,Red,Orange,Closed,Yellow,Two Tone,No,No,None,No,None,No
1860,Robingoose #1860,Honk honk,goose_1860.png,Goose,White,Orange,Closed,Pink,Two Tone,No,Yes,White,No,None,No
1861,Robingoose #1861,Honk honk,goose_1861.png,Goose,Red,Yellow,Open,White,Two Tone,No,Yes,Red,No,None,No
1862,Robingoose #1862,Honk honk,goose_1862.png,Goose,Purple,Green,Open,White,Two Tone,Yes,Yes,Purple,No,None,No
1863,Robingoose #1863,Honk honk,goose_1863.png,Goose,Lime,Red,Open,Black,Solid,Yes,No,None,No,None,No
1864,Robingoose #1864,Honk honk,goose_1864.png,Goose,Turquoise,Yellow,Open,Black,Solid,Yes,No,None,No,None,No
1865,Robingoose #1865,Honk honk,goose_1865.png,Goose,Red,Yellow,Open,Black,Solid,No,Yes,Red,No,None,No
1866,Robingoose #1866,Honk honk,goose_1866.png,Goose,Yellow,Sky Blue,Open,Black,Solid,No,No,None,No,None,No
1867,Robingoose #1867,Honk honk,goose_1867.png,Goose,Black,Orange,Open,Pink,Two Tone,Yes,No,None,No,None,Yes
1868,Robingoose #1868,Honk honk,goose_1868.png,Goose,Salmon,Yellow,Closed,White,Two Tone,No,No,None,Yes,Black,No
1869,Robingoose #1869,Honk honk,goose_1869.png,Goose,White,Sky Blue,Open,Orange,Two Tone,Yes,No,None,No,None,Yes
1870,Robingoose #1870,Honk honk,goose_1870.png,Goose,Sky Blue,Red,Closed,Black,Solid,No,No,None,No,None,No
1871,Robingoose #1871,Honk honk,goose_1871.png,Goose,Coral,Black,Closed,Red,Solid,No,No,None,No,None,No
1872,Robingoose #1872,Honk honk,goose_1872.png,Goose,White,Sky Blue,Open,Black,Solid,No,No,None,No,None,No
1873,Robingoose #1873,Honk honk,goose_1873.png,Goose,White,Red,Open,Coral,Two Tone,No,Yes,White,No,None,No
1874,Robingoose #1874,Honk honk,goose_1874.png,Goose,Blue,Purple,Closed,Black,Solid,No,Yes,Blue,No,None,No
1875,Robingoose #1875,Honk honk,goose_1875.png,Goose,Purple,Orange,Open,Black,Solid,No,Yes,Orange,No,None,No
1876,Robingoose #1876,Honk honk,goose_1876.png,Goose,Sky Blue,Pink,Open,Green,Two Tone,Yes,Yes,Sky Blue,No,None,Yes
1877,Robingoose #1877,Honk honk,goose_1877.png,Goose,Green,Purple,Closed,Black,Solid,No,Yes,Green,No,None,No
1878,Robingoose #1878,Honk honk,goose_1878.png,Goose,White,Red,Closed,Black,Solid,No,Yes,Blue,No,None,No
1879,Robingoose #1879,Honk honk,goose_1879.png,Goose,Orange,White,Open,Black,Solid,Yes,No,None,No,None,No
1880,Robingoose #1880,Honk honk,goose_1880.png,Goose,Orange,Turquoise,Open,Pink,Two Tone,Yes,No,None,No,None,Yes
1881,Robingoose #1881,Honk honk,goose_1881.png,Goose,Lime,Coral,Open,Green,Two Tone,No,No,None,No,None,Yes
1882,Robingoose #1882,Honk honk,goose_1882.png,Goose,Green,Yellow,Open,Coral,Two Tone,No,Yes,Green,No,None,Yes
1883,Robingoose #1883,Honk honk,goose_1883.png,Goose,White,Orange,Closed,Blue,Two Tone,No,Yes,White,No,None,Yes
1884,Robingoose #1884,Honk honk,goose_1884.png,Goose,Yellow,Pink,Open,Black,Solid,No,Yes,Yellow,No,None,No
1885,Robingoose #1885,Honk honk,goose_1885.png,Goose,Orange,Sky Blue,Open,Black,Solid,No,Yes,Orange,No,None,No
1886,Robingoose #1886,Honk honk,goose_1886.png,Goose,Purple,Yellow,Open,White,Two Tone,Yes,No,None,Yes,Yellow,No
1887,Robingoose #1887,Honk honk,goose_1887.png,Goose,Purple,Yellow,Closed,Blue,Two Tone,No,Yes,Purple,No,None,No
1888,Robingoose #1888,Honk honk,goose_1888.png,Goose,White,Yellow,Open,Green,Two Tone,No,No,None,Yes,Black,No
1889,Robingoose #1889,Honk honk,goose_1889.png,Goose,White,Purple,Open,Black,Solid,No,No,None,No,None,No
1890,Robingoose #1890,Honk honk,goose_1890.png,Goose,Turquoise,Blue,Closed,Black,Solid,No,Yes,Turquoise,No,None,No
1891,Robingoose #1891,Honk honk,goose_1891.png,Goose,White,Blue,Closed,Coral,Two Tone,No,Yes,White,No,None,Yes
1892,Robingoose #1892,Honk honk,goose_1892.png,Goose,White,Orange,Closed,Green,Two Tone,No,No,None,No,None,Yes
1893,Robingoose #1893,Honk honk,goose_1893.png,Goose,Red,Sky Blue,Open,Black,Solid,Yes,Yes,Green,No,None,No
1894,Robingoose #1894,Honk honk,goose_1894.png,Goose,Green,Yellow,Open,Black,Solid,Yes,No,None,No,None,No
1895,Robingoose #1895,Honk honk,goose_1895.png,Goose,Lime,Purple,Open,Black,Solid,Yes,Yes,Lime,No,None,No
1896,Robingoose #1896,Honk honk,goose_1896.png,Goose,Black,Green,Closed,Red,Solid,No,No,None,No,None,No
1897,Robingoose #1897,Honk honk,goose_1897.png,Goose,White,Orange,Open,Blue,Two Tone,No,No,None,No,None,Yes
1898,Robingoose #1898,Honk honk,goose_1898.png,Goose,Green,Purple,Open,Black,Solid,Yes,No,None,No,None,No
1899,Robingoose #1899,Honk honk,goose_1899.png,Goose,Sky Blue,Salmon,Closed,Black,Solid,No,No,None,No,None,No
1900,Robingoose #1900,Honk honk,goose_1900.png,Goose,Sky Blue,Orange,Open,Purple,Two Tone,No,No,None,No,None,No
1901,Robingoose #1901,Honk honk,goose_1901.png,Goose,Yellow,Orange,Open,Coral,Two Tone,Yes,Yes,Yellow,No,None,No
1902,Robingoose #1902,Honk honk,goose_1902.png,Goose,Blue,Pink,Open,Orange,Two Tone,Yes,No,None,No,None,Yes
1903,Robingoose #1903,Honk honk,goose_1903.png,Goose,Red,Lime,Closed,Black,Solid,No,Yes,Red,No,None,No
1904,Robingoose #1904,Honk honk,goose_1904.png,Goose,Black,Yellow,Open,White,Solid,Yes,No,None,No,None,No
1905,Robingoose #1905,Honk honk,goose_1905.png,Goose,Green,Orange,Open,Lime,Two Tone,No,No,None,No,None,No
1906,Robingoose #1906,Honk honk,goose_1906.png,Goose,Purple,Orange,Closed,Green,Two Tone,No,No,None,Yes,Black,No
1907,Robingoose #1907,Honk honk,goose_1907.png,Goose,Sky Blue,Yellow,Closed,Pink,Two Tone,No,Yes,Sky Blue,No,None,Yes
1908,Robingoose #1908,Honk honk,goose_1908.png,Goose,Green,Yellow,Open,Orange,Two Tone,No,No,None,No,None,No
1909,Robingoose #1909,Honk honk,goose_1909.png,Goose,Sky Blue,Orange,Closed,Black,Solid,No,Yes,Orange,No,None,No
1910,Robingoose #1910,Honk honk,goose_1910.png,Goose,Turquoise,Orange,Closed,Red,Two Tone,No,Yes,Turquoise,No,None,No
1911,Robingoose #1911,Honk honk,goose_1911.png,Goose,Purple,Yellow,Closed,Red,Two Tone,No,Yes,Purple,No,None,No
1912,Robingoose #1912,Honk honk,goose_1912.png,Goose,Red,White,Closed,Sky Blue,Two Tone,No,No,None,Yes,Yellow,No
1913,Robingoose #1913,Honk honk,goose_1913.png,Goose,Green,Orange,Open,Black,Solid,No,No,None,No,None,No
1914,Robingoose #1914,Honk honk,goose_1914.png,Goose,White,Orange,Open,Salmon,Two Tone,No,No,None,No,None,Yes
1915,Robingoose #1915,Honk honk,goose_1915.png,Goose,Purple,Salmon,Open,Black,Solid,Yes,Yes,Purple,No,None,No
1916,Robingoose #1916,Honk honk,goose_1916.png,Goose,White,Yellow,Open,Black,Solid,Yes,Yes,Green,No,None,No
1917,Robingoose #1917,Honk honk,goose_1917.png,Goose,Blue,Black,Closed,Pink,Solid,No,No,None,No,None,No
1918,Robingoose #1918,Honk honk,goose_1918.png,Goose,White,Yellow,Open,Black,Solid,No,Yes,Turquoise,No,None,No
1919,Robingoose #1919,Honk honk,goose_1919.png,Goose,Yellow,Orange,Open,Black,Solid,Yes,Yes,Yellow,No,None,No
1920,Robingoose #1920,Honk honk,goose_1920.png,Goose,Pink,Orange,Closed,Blue,Two Tone,No,Yes,Pink,No,None,No
1921,Robingoose #1921,Honk honk,goose_1921.png,Goose,Purple,Orange,Open,Black,Solid,Yes,Yes,Purple,No,None,No
1922,Robingoose #1922,Honk honk,goose_1922.png,Goose,Pink,Turquoise,Closed,Sky Blue,Two Tone,No,Yes,Pink,No,None,Yes
1923,Robingoose #1923,Honk honk,goose_1923.png,Goose,White,Black,Closed,Lime,Solid,No,Yes,White,No,None,No
1924,Robingoose #1924,Honk honk,goose_1924.png,Goose,Salmon,Coral,Open,Black,Solid,No,No,None,No,None,No
1925,Robingoose #1925,Honk honk,goose_1925.png,Goose,White,Purple,Open,Lime,Two Tone,Yes,Yes,White,No,None,No
1926,Robingoose #1926,Honk honk,goose_1926.png,Goose,Blue,Sky Blue,Closed,White,Two Tone,No,No,None,No,None,Yes
1927,Robingoose #1927,Honk honk,goose_1927.png,Goose,Sky Blue,Orange,Open,Turquoise,Two Tone,No,No,None,No,None,No
1928,Robingoose #1928,Honk honk,goose_1928.png,Goose,Sky Blue,Salmon,Open,Black,Solid,No,Yes,Sky Blue,No,None,No
1929,Robingoose #1929,Honk honk,goose_1929.png,Goose,White,Orange,Open,Blue,Two Tone,Yes,Yes,White,No,None,No
1930,Robingoose #1930,Honk honk,goose_1930.png,Goose,Lime,Orange,Open,Coral,Two Tone,No,Yes,Lime,No,None,Yes
1931,Robingoose #1931,Honk honk,goose_1931.png,Goose,Purple,Yellow,Open,Turquoise,Two Tone,Yes,No,None,No,None,Yes
1932,Robingoose #1932,Honk honk,goose_1932.png,Goose,Orange,Turquoise,Open,Black,Solid,No,Yes,Orange,No,None,No
1933,Robingoose #1933,Honk honk,goose_1933.png,Goose,White,Yellow,Closed,Black,Solid,No,Yes,Purple,No,None,No
1934,Robingoose #1934,Honk honk,goose_1934.png,Goose,Purple,Salmon,Open,Blue,Two Tone,Yes,Yes,Turquoise,No,None,Yes
1935,Robingoose #1935,Honk honk,goose_1935.png,Goose,Lime,Sky Blue,Closed,Orange,Two Tone,No,No,None,No,None,Yes
1936,Robingoose #1936,Honk honk,goose_1936.png,Goose,Black,White,Open,Red,Solid,Yes,No,None,No,None,No
1937,Robingoose #1937,Honk honk,goose_1937.png,Goose,White,Orange,Open,Yellow,Two Tone,No,Yes,White,No,None,No
1938,Robingoose #1938,Honk honk,goose_1938.png,Goose,Green,Orange,Open,Red,Two Tone,Yes,No,None,No,None,No
1939,Robingoose #1939,Honk honk,goose_1939.png,Goose,Yellow,Orange,Open,Purple,Two Tone,Yes,Yes,Yellow,No,None,Yes
1940,Robingoose #1940,Honk honk,goose_1940.png,Goose,Pink,Green,Open,White,Two Tone,Yes,No,None,Yes,Yellow,No
1941,Robingoose #1941,Honk honk,goose_1941.png,Goose,White,Orange,Closed,Coral,Two Tone,No,Yes,White,No,None,Yes
1942,Robingoose #1942,Honk honk,goose_1942.png,Goose,Black,Orange,Closed,White,Solid,No,Yes,Coral,No,None,No
1943,Robingoose #1943,Honk honk,goose_1943.png,Goose,Lime,Green,Open,Black,Solid,Yes,No,None,No,None,No
1944,Robingoose #1944,Honk honk,goose_1944.png,Goose,Lime,Blue,Closed,White,Two Tone,No,Yes,Turquoise,No,None,No
1945,Robingoose #1945,Honk honk,goose_1945.png,Goose,White,Yellow,Closed,Sky Blue,Two Tone,No,Yes,Lime,No,None,No
1946,Robingoose #1946,Honk honk,goose_1946.png,Goose,Salmon,Purple,Closed,Black,Solid,No,Yes,Lime,No,None,No
1947,Robingoose #1947,Honk honk,goose_1947.png,Goose,Coral,Orange,Open,Blue,Two Tone,Yes,No,None,Yes,Black,No
1948,Robingoose #1948,Honk honk,goose_1948.png,Goose,White,Yellow,Closed,Salmon,Two Tone,No,Yes,White,No,None,Yes
1949,Robingoose #1949,Honk honk,goose_1949.png,Goose,Pink,Sky Blue,Open,Black,Solid,No,Yes,Pink,No,None,No
1950,Robingoose #1950,Honk honk,goose_1950.png,Goose,Orange,Blue,Open,Yellow,Two Tone,Yes,Yes,Orange,No,None,Yes
1951,Robingoose #1951,Honk honk,goose_1951.png,Goose,Blue,White,Closed,Black,Solid,No,Yes,Blue,No,None,No
1952,Robingoose #1952,Honk honk,goose_1952.png,Goose,Coral,Yellow,Closed,Black,Solid,No,Yes,Blue,No,None,No
1953,Robingoose #1953,Honk honk,goose_1953.png,Goose,Red,Yellow,Closed,Black,Solid,No,Yes,Yellow,No,None,No
1954,Robingoose #1954,Honk honk,goose_1954.png,Goose,Yellow,Black,Closed,Blue,Solid,No,Yes,Yellow,No,None,No
1955,Robingoose #1955,Honk honk,goose_1955.png,Goose,Purple,Yellow,Open,Green,Two Tone,No,No,None,Yes,Black,No
1956,Robingoose #1956,Honk honk,goose_1956.png,Goose,Purple,Black,Open,Salmon,Solid,No,No,None,No,None,No
1957,Robingoose #1957,Honk honk,goose_1957.png,Goose,Black,Orange,Open,Blue,Two Tone,Yes,No,None,No,None,No
1958,Robingoose #1958,Honk honk,goose_1958.png,Goose,White,Salmon,Open,Black,Solid,No,Yes,White,No,None,No
1959,Robingoose #1959,Honk honk,goose_1959.png,Goose,Lime,White,Open,Orange,Two Tone,No,No,None,No,None,No
1960,Robingoose #1960,Honk honk,goose_1960.png,Goose,Turquoise,Green,Open,Pink,Two Tone,Yes,Yes,Turquoise,No,None,No
1961,Robingoose #1961,Honk honk,goose_1961.png,Goose,Salmon,Yellow,Closed,Black,Solid,No,Yes,Pink,No,None,No
1962,Robingoose #1962,Honk honk,goose_1962.png,Goose,Sky Blue,Black,Closed,Orange,Solid,No,Yes,Sky Blue,No,None,No
1963,Robingoose #1963,Honk honk,goose_1963.png,Goose,Orange,Black,Closed,Purple,Two Tone,No,Yes,Orange,No,None,No
1964,Robingoose #1964,Honk honk,goose_1964.png,Goose,Green,Yellow,Closed,Orange,Two Tone,No,No,None,No,None,No
1965,Robingoose #1965,Honk honk,goose_1965.png,Goose,Black,Orange,Closed,Yellow,Two Tone,No,No,None,No,None,Yes
1966,Robingoose #1966,Honk honk,goose_1966.png,Goose,Black,Green,Closed,Red,Solid,No,Yes,Black,No,None,No
1967,Robingoose #1967,Honk honk,goose_1967.png,Goose,Purple,Orange,Open,Green,Two Tone,Yes,No,None,Yes,Black,No
1968,Robingoose #1968,Honk honk,goose_1968.png,Goose,Purple,Black,Open,Black,Solid,No,Yes,Purple,No,None,No
1969,Robingoose #1969,Honk honk,goose_1969.png,Goose,Orange,Sky Blue,Closed,White,Two Tone,No,Yes,Orange,No,None,No
1970,Robingoose #1970,Honk honk,goose_1970.png,Goose,Pink,White,Open,Black,Solid,No,Yes,Pink,No,None,No
1971,Robingoose #1971,Honk honk,goose_1971.png,Goose,Pink,Black,Closed,Lime,Two Tone,No,No,None,Yes,Yellow,No
1972,Robingoose #1972,Honk honk,goose_1972.png,Goose,Blue,Red,Open,Black,Solid,No,No,None,No,None,No
1973,Robingoose #1973,Honk honk,goose_1973.png,Goose,White,Purple,Closed,Coral,Two Tone,No,No,None,No,None,No
1974,Robingoose #1974,Honk honk,goose_1974.png,Goose,White,Orange,Closed,Lime,Two Tone,No,Yes,Turquoise,No,None,No
1975,Robingoose #1975,Honk honk,goose_1975.png,Goose,Sky Blue,Salmon,Open,Black,Solid,No,No,None,No,None,No
1976,Robingoose #1976,Honk honk,goose_1976.png,Goose,Pink,Blue,Open,Black,Solid,No,No,None,No,None,No
1977,Robingoose #1977,Honk honk,goose_1977.png,Goose,White,Coral,Open,Black,Solid,No,No,None,No,None,No
1978,Robingoose #1978,Honk honk,goose_1978.png,Goose,Black,Orange,Open,Red,Solid,No,No,None,No,None,No
1979,Robingoose #1979,Honk honk,goose_1979.png,Goose,Lime,Orange,Closed,Coral,Two Tone,No,No,None,No,None,Yes
